국세청코드,KSIC코드,KSIC명
712100,76390,기타 산업용 기계 및 장비 임대업
712200,76190,기타 운송장비 임대업
712201,76390,기타 산업용 기계 및 장비 임대업
712202,76310,건설 및 토목공사용 기계ㆍ장비 임대업
712203,76320,컴퓨터 및 사무용 기계ㆍ장비 임대업
713001,76299,그 외 기타 개인 및 가정용품 임대업
713002,76210,스포츠 및 레크리에이션 용품 임대업
713003,76390,기타 산업용 기계 및 장비 임대업
713004,76220,음반 및 비디오물 임대업
713005,76291,서적 임대업
713006,76292,의류 임대업
721000,62021,컴퓨터 시스템 통합 자문 및 구축 서비스업
721001,62022,컴퓨터시설 관리업
722000,58222,응용 소프트웨어 개발 및 공급업
722001,58211,유선 온라인 게임 소프트웨어 개발 및 공급업
722002,58212,모바일 게임 소프트웨어 개발 및 공급업
722003,58219,기타 게임 소프트웨어 개발 및 공급업
722004,58221,시스템 소프트웨어 개발 및 공급업
722005,62010,컴퓨터 프로그래밍 서비스업
723000,63111,자료 처리업
723001,60320,오디오물 제공 서비스업
723001,63112,호스팅 및 관련 서비스업
724000,60310,영상물 제공 서비스업
724000,60320,오디오물 제공 서비스업
724000,63991,데이터베이스 및 온라인 정보 제공업
724001,63910,뉴스 제공업
724002,63992,가상자산 매매 및 중개업
724002,63999,그 외 기타 정보 서비스업
725000,95110,컴퓨터 및 주변 기기 수리업
729000,62090,기타 정보 기술 및 컴퓨터 운영 관련 서비스업
730000,70209,기타 인문 및 사회과학 연구개발업
730001,70111,"물리, 화학 및 생물학 연구개발업"
730002,70112,농림수산학 및 수의학 연구개발업
730003,70113,의학 및 약학 연구개발업
730004,70119,기타 자연과학 연구개발업
730005,70121,전기ㆍ전자공학 연구개발업
730006,70129,기타 공학 연구개발업
730007,70130,자연과학 및 공학 융합 연구개발업
730008,70201,경제 및 경영학 연구개발업
741101,71101,변호사업
741104,71102,변리사업
741106,71109,기타 법무관련 서비스업
741107,71103,법무사업
741108,71109,기타 법무관련 서비스업
741109,71109,기타 법무관련 서비스업
741110,71109,기타 법무관련 서비스업
741114,71109,기타 법무관련 서비스업
741201,71202,세무사업
741202,71201,공인회계사업
741203,71202,세무사업
741203,71209,기타 회계 관련 서비스업
741204,71201,공인회계사업
741204,71209,기타 회계 관련 서비스업
741300,71400,시장 조사 및 여론 조사업
741400,71531,경영 컨설팅업
741401,71531,경영 컨설팅업
741402,85650,직원 훈련기관
741403,71532,공공관계 서비스업
742101,72921,측량업
742102,72923,지질 조사·탐사 및 지도 제작업
742103,72111,건축 설계 및 관련 서비스업
742104,72129,기타 엔지니어링 서비스업
742105,72111,건축 설계 및 관련 서비스업
742106,72121,건물 및 토목 엔지니어링 서비스업
742107,72112,도시 계획 및 조경 설계 서비스업
742108,72922,제도업
742109,72121,건물 및 토목 엔지니어링 서비스업
742110,72122,환경 관련 엔지니어링 서비스업
742113,72923,지질 조사·탐사 및 지도 제작업
742201,72919,"기타 기술 시험, 검사 및 분석업"
742202,72919,"기타 기술 시험, 검사 및 분석업"
742203,72911,물질 성분 검사 및 분석업
743001,71391,옥외 광고업
743002,71310,광고 대행업
743003,71399,그 외 기타 광고 관련 서비스업
743004,71392,"광고물 문안, 도안, 설계 등 작성업"
743005,71399,그 외 기타 광고 관련 서비스업
749100,75110,고용 알선업
749101,75121,임시 및 일용 인력 공급업
749102,75122,상용 인력 공급 및 인사관리 서비스업
749200,75310,경비 및 경호 서비스업
749201,75320,보안 시스템 서비스업
749300,74211,건축물 일반 청소업
749301,37011,하수 처리업
749302,74220,"소독, 구충 및 방제 서비스업"
749303,74300,조경관리 및 유지 서비스업
749400,73301,인물 사진 및 행사용 영상 촬영업
749401,96999,그 외 기타 달리 분류되지 않은 개인 서비스업
749402,73302,상업용 사진 촬영업
749403,73303,사진 처리업
749500,75994,포장 및 충전업
749601,75999,그 외 기타 분류 안된 사업 지원 서비스업
749602,75999,그 외 기타 분류 안된 사업 지원 서비스업
749603,75999,그 외 기타 분류 안된 사업 지원 서비스업
749604,75999,그 외 기타 분류 안된 사업 지원 서비스업
749609,75995,온라인 활용 마케팅 및 관련 사업지원 서비스업
749609,75999,그 외 기타 분류 안된 사업 지원 서비스업
749901,75911,문서 작성 및 복사업
749902,73902,번역 및 통역 서비스업
749903,73903,사업 및 무형 재산권 중개업
749904,66201,손해 사정업
749905,75911,문서 작성 및 복사업
749906,52991,통관 대리 및 관련서비스업
749907,75992,"전시, 컨벤션 및 행사 대행업"
749909,75911,문서 작성 및 복사업
749910,73203,시각 디자인업
749911,73901,매니저업
749912,73904,"물품 감정, 계량 및 견본 추출업"
749913,75993,신용 조사 및 추심 대행업
749914,73201,인테리어 디자인업
749915,73202,제품 디자인업
749916,73209,"패션, 섬유류 및 기타 전문 디자인업"
749921,75995,온라인 활용 마케팅 및 관련 사업지원 서비스업
749921,75999,그 외 기타 분류 안된 사업 지원 서비스업
749927,46103,"섬유, 의복, 신발 및 가죽제품 중개업"
749927,46104,목재 및 건축자재 중개업
749927,46105,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업"
749927,46106,기계 및 장비 중개업
749927,46109,상품 종합 중개업
749930,52914,도로 및 관련시설 운영업
749934,76400,무형 재산권 임대업
749935,74100,사업시설 유지ㆍ관리 서비스업
749937,75919,기타 사무 지원 서비스업
749938,75991,콜센터 및 텔레마케팅 서비스업
749939,73905,고고유산 조사연구 서비스업
749939,73909,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업"
749940,46791,재생용 재료 수집 및 판매업
749941,73903,사업 및 무형 재산권 중개업
749942,71600,기타 전문 서비스업
804101,85420,외국인학교
809001,85661,운전학원
809002,85669,기타 기술 및 직업 훈련학원
809003,85613,레크리에이션 교육기관
809004,85501,일반 교과학원
809005,85501,일반 교과학원
809006,91139,그 외 기타 스포츠시설 운영업
809007,85501,일반 교과학원
809007,85621,음악학원
809007,85622,미술학원
809007,85629,기타 예술학원
809007,85631,외국어학원
809009,85621,음악학원
809010,85669,기타 기술 및 직업 훈련학원
809011,85661,운전학원
809012,85501,일반 교과학원
809013,85691,컴퓨터 학원
809014,85611,태권도 및 무술 교육기관
809015,85612,기타 스포츠 교육기관
809016,85503,온라인 교육학원
809017,85631,외국어학원
809018,85632,기타 교습학원
809019,91293,기원 운영업
809020,85622,미술학원
809021,85629,기타 예술학원
809022,85699,그 외 기타 분류 안된 교육기관
841110,84111,입법기관
841121,84112,중앙 최고 집행기관
841131,84113,지방행정 집행기관
841141,84114,재정 및 경제정책 행정
841190,84119,기타 일반 공공 행정
841200,84120,정부기관 일반 보조 행정
842110,84211,교육 행정
842121,84212,문화 및 관광 행정
842130,84213,환경 행정
842140,84214,보건 및 복지 행정
842190,84219,기타 사회서비스 관리 행정
842211,84221,노동 행정
842221,84222,농림수산 행정
842231,84223,건설 및 운송 행정
842241,84224,우편 및 통신 행정
842291,84229,기타 산업 진흥 행정
843100,84310,외무 행정
843200,84320,국방 행정
844010,84401,법원
844020,84402,검찰
844030,84403,교도기관
844040,84404,경찰
844050,84405,소방서
844090,84409,기타 사법 및 공공 질서 행정
845000,84500,사회보장 행정
851100,85110,유아 교육기관
851101,86105,요양병원
851102,86103,치과병원
851103,86104,한방병원
851113,86101,종합병원
851114,86102,일반병원
851200,85120,초등학교
851201,86201,일반의원
851202,86201,일반의원
851203,86201,일반의원
851204,86201,일반의원
851205,86201,일반의원
851206,86201,일반의원
851207,86201,일반의원
851208,86204,방사선 진단 및 병리 검사 의원
851209,86201,일반의원
851211,86202,치과의원
851212,86203,한의원
851219,86201,일반의원
851901,86909,그 외 기타 보건업
851902,86902,유사 의료업
851903,86902,유사 의료업
851904,86902,유사 의료업
851905,86204,방사선 진단 및 병리 검사 의원
851906,86909,그 외 기타 보건업
851907,86909,그 외 기타 보건업
851908,86902,유사 의료업
851909,86204,방사선 진단 및 병리 검사 의원
851911,86901,앰뷸런스 서비스업
851912,86902,유사 의료업
852000,73100,수의업
852110,85211,중학교
852120,85212,일반 고등학교
852210,85221,상업 및 정보산업 특성화 고등학교
852220,85222,공업 특성화 고등학교
852290,85229,기타 특성화 고등학교
853010,85301,전문대학
853020,85302,대학교
853030,85303,대학원
854100,85410,특수학교
854300,85430,대안학교
856400,85640,사회교육시설
863000,86300,공중 보건 의료업
871110,87111,노인 요양 복지시설 운영업
871210,87121,신체 부자유자 거주 복지시설 운영업
871220,87122,"정신 질환, 정신 지체 및 약물 중독자 거주 복지시설 운영업"
871310,87131,아동 및 부녀자 거주 복지시설 운영업
871390,87139,그 외 기타 거주 복지시설 운영업
872100,87210,보육시설 운영업
872910,87291,직업 재활원 운영업
872920,87292,종합복지관 운영업
872930,87293,방문 복지서비스 제공업
872940,87294,사회복지 상담 서비스 제공업
872990,87299,그 외 기타 비거주 복지 서비스업
900100,38110,"지정 외 폐기물 수집, 운반업"
900101,38210,지정 외 폐기물 처리업
900102,38240,"방사성 폐기물 수집, 운반 및 처리업"
900103,38120,"지정 폐기물 수집, 운반업"
900104,38130,"건설 폐기물 수집, 운반업"
900105,38220,지정 폐기물 처리업
900106,38230,건설 폐기물 처리업
900200,37011,하수 처리업
900201,37021,사람 분뇨 처리업
900202,37012,폐수 처리업
900203,37022,축산 분뇨 처리업
900300,38311,금속류 해체 및 선별업
900900,74212,"산업설비, 운송장비 및 공공장소 청소업"
921100,59130,"영화, 비디오물 및 방송 프로그램 배급업"
921200,59141,영화관 운영업
921301,60100,라디오 방송업
921302,60210,지상파 방송업
921303,60222,유선 방송업
921304,59114,방송 프로그램 제작업
921305,60229,위성 및 기타 방송업
921306,60221,프로그램 공급업
921401,90191,공연 기획업
921402,90122,무용 및 음악단체
921403,90121,연극단체
921404,68112,비주거용 건물 임대업
921405,90199,그 외 기타 창작 및 예술관련 서비스업
921406,90199,그 외 기타 창작 및 예술관련 서비스업
921407,90123,기타 공연단체
921501,59113,광고 영화 및 비디오물 제작업
921502,59111,일반 영화 및 비디오물 제작업
921503,59120,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업"
921504,59112,애니메이션 영화 및 비디오물 제작업
921505,59111,일반 영화 및 비디오물 제작업
921505,59112,애니메이션 영화 및 비디오물 제작업
921901,90110,공연시설 운영업
921902,85613,레크리에이션 교육기관
921903,91210,유원지 및 테마파크 운영업
921904,91291,무도장 운영업
922101,95399,그 외 기타 개인 및 가정용품 수리업
922102,34019,기타 일반 기계 및 장비 수리업
922103,34020,전기ㆍ전자 및 정밀 기기 수리업
922104,95310,가전제품 수리업
922105,95391,의복 및 기타 가정용 직물제품 수리업
922106,34011,건설ㆍ광업용 기계 및 장비 수리업
922107,95120,통신장비 수리업
922108,95392,"가죽, 가방 및 신발 수리업"
922109,95393,"시계, 귀금속 및 악기 수리업"
922201,95211,자동차 종합 수리업
922202,95212,자동차 전문 수리업
922203,95213,자동차 세차업
922204,95220,모터사이클 수리업
923100,90212,독서실 운영업
923101,90211,도서관 및 기록 보존소 운영업
923102,90212,독서실 운영업
923200,90221,박물관 운영업
923201,90222,사적지 관리 운영업
923300,90231,식물원 및 동물원 운영업
923301,90290,기타 유사 여가관련 서비스업
924101,91199,그 외 기타 스포츠 서비스업
924102,91199,그 외 기타 스포츠 서비스업
924103,91191,스포츠 클럽 운영업
924200,91111,실내 경기장 운영업
924201,91112,실외 경기장 운영업
924202,91113,경주장 및 동물 경기장 운영업
924302,91134,볼링장 운영업
924303,91121,골프장 운영업
924304,91122,스키장 운영업
924305,91132,체력 단련시설 운영업
924306,91139,그 외 기타 스포츠시설 운영업
924307,91136,골프 연습장 운영업
924308,91136,골프 연습장 운영업
924309,91135,당구장 운영업
924310,91139,그 외 기타 스포츠시설 운영업
924311,91133,수영장 운영업
924312,91139,그 외 기타 스포츠시설 운영업
924313,91131,종합 스포츠시설 운영업
924314,91139,그 외 기타 스포츠시설 운영업
924901,59202,녹음시설 운영업
924902,91229,기타 오락장 운영업
924903,91223,노래 연습장 운영업
924904,91229,기타 오락장 운영업
924905,90232,자연공원 운영업
924906,91241,복권 발행 및 판매업
924907,91221,전자 게임장 운영업
924908,91221,전자 게임장 운영업
924909,91222,컴퓨터 게임방 운영업
924910,59142,비디오물 감상실 운영업
924911,91299,그 외 기타 분류 안된 오락관련 서비스업
924912,91221,전자 게임장 운영업
924913,91229,기타 오락장 운영업
924914,91231,낚시장 운영업
924915,91239,기타 수상오락 서비스업
924916,91292,체육 공원 및 유사 공원 운영업
924917,91242,카지노 운영업
924917,91249,기타 사행시설 관리 및 운영업
930100,96912,가정용 세탁업
930101,96911,산업용 세탁업
930102,96913,세탁물 공급업
930201,96111,이용업
930203,96112,두발 미용업
930205,96113,피부 미용업
930207,96119,기타 미용업
930208,96122,마사지업
930209,96129,체형 등 기타 신체 관리 서비스업
930301,96921,장례식장 및 장의관련 서비스업
930302,96922,"화장터 운영, 묘지 분양 및 관리업"
930901,96991,예식장업
930902,96121,욕탕업
930903,76292,의류 임대업
930904,73301,인물 사진 및 행사용 영상 촬영업
930908,96999,그 외 기타 달리 분류되지 않은 개인 서비스업
930909,96992,점술 및 유사 서비스업
930911,96999,그 외 기타 달리 분류되지 않은 개인 서비스업
930912,96994,결혼 상담 및 준비 서비스업
930913,96993,개인 간병 및 유사 서비스업
930914,87112,노인 양로 복지시설 운영업
930915,85709,기타 교육지원 서비스업
930916,75330,탐정 및 조사 서비스업
930917,75991,콜센터 및 텔레마케팅 서비스업
930919,96995,반려동물장묘 및 보호 서비스업
930921,85701,교육관련 자문 및 평가업
930925,96999,그 외 기타 달리 분류되지 않은 개인 서비스업
940100,73902,번역 및 통역 서비스업
940100,90132,비공연 예술가
940200,90132,비공연 예술가
940301,90132,비공연 예술가
940302,90131,공연 예술가
940303,90131,공연 예술가
940304,90131,공연 예술가
940305,90131,공연 예술가
940305,90132,비공연 예술가
940306,59111,일반 영화 및 비디오물 제작업
940306,59112,애니메이션 영화 및 비디오물 제작업
940500,90131,공연 예술가
940500,90199,그 외 기타 창작 및 예술관련 서비스업
940600,59202,녹음시설 운영업
940600,71531,경영 컨설팅업
940600,75911,문서 작성 및 복사업
940901,91199,그 외 기타 스포츠 서비스업
940902,85501,일반 교과학원
940902,85613,레크리에이션 교육기관
940902,85621,음악학원
940902,85629,기타 예술학원
940902,85669,기타 기술 및 직업 훈련학원
940903,85501,일반 교과학원
940903,85502,방문 교육학원
940903,85503,온라인 교육학원
940903,85611,태권도 및 무술 교육기관
940903,85612,기타 스포츠 교육기관
940903,85613,레크리에이션 교육기관
940903,85621,음악학원
940903,85622,미술학원
940903,85629,기타 예술학원
940903,85631,외국어학원
940903,85632,기타 교습학원
940903,85661,운전학원
940903,85669,기타 기술 및 직업 훈련학원
940903,85691,컴퓨터 학원
940903,85699,그 외 기타 분류 안된 교육기관
940904,91199,그 외 기타 스포츠 서비스업
940905,96999,그 외 기타 달리 분류되지 않은 개인 서비스업
940906,66202,보험 대리 및 중개업
940907,47992,계약배달 판매업
940908,45110,자동차 신품 판매업
940908,47993,방문 판매업
940908,85502,방문 교육학원
940909,03111,원양 어업
940909,03112,연근해 어업
940909,03120,내수면 어업
940909,62010,컴퓨터 프로그래밍 서비스업
940909,75999,그 외 기타 분류 안된 사업 지원 서비스업
940909,95393,"시계, 귀금속 및 악기 수리업"
940910,47993,방문 판매업
940911,66192,투자 자문업 및 투자 일임업
940911,66199,그 외 기타 금융 지원 서비스업
940911,75993,신용 조사 및 추심 대행업
940911,75999,그 외 기타 분류 안된 사업 지원 서비스업
940912,96993,개인 간병 및 유사 서비스업
940913,96999,그 외 기타 달리 분류되지 않은 개인 서비스업
940914,91199,그 외 기타 스포츠 서비스업
940915,96129,체형 등 기타 신체 관리 서비스업
940916,75999,"전시, 컨벤션 및 행사 대행업"
940917,96999,그 외 기타 달리 분류되지 않은 개인 서비스업
940918,49402,늘찬 배달업
940919,49402,늘찬 배달업
940920,85502,방문 교육학원
940921,85699,그 외 기타 분류 안된 교육기관
940922,75999,그 외 기타 분류 안된 사업 지원 서비스업
940923,66199,그 외 기타 금융 지원 서비스업
940924,66199,그 외 기타 금융 지원 서비스업
940925,85611,태권도 및 무술 교육기관
940925,85612,기타 스포츠 교육기관
940925,85613,레크리에이션 교육기관
940925,85614,청소년 수련시설 운영업
940925,85621,음악학원
940925,85622,미술학원
940925,85629,기타 예술학원
940925,85631,외국어학원
940925,85632,기타 교습학원
940925,85640,사회교육시설
940925,85650,직원 훈련기관
940925,85661,운전학원
940925,85669,기타 기술 및 직업 훈련학원
940925,85691,컴퓨터 학원
940925,85699,그 외 기타 분류 안된 교육기관
940926,58211,유선 온라인 게임 소프트웨어 개발 및 공급업
940926,58212,모바일 게임 소프트웨어 개발 및 공급업
940926,58219,기타 게임 소프트웨어 개발 및 공급업
940926,58221,시스템 소프트웨어 개발 및 공급업
940926,58222,응용 소프트웨어 개발 및 공급업
940926,62010,컴퓨터 프로그래밍 서비스업
940926,62021,컴퓨터 시스템 통합 자문 및 구축 서비스업
940926,62022,컴퓨터시설 관리업
940926,62090,기타 정보 기술 및 컴퓨터 운영 관련 서비스업
940927,73902,번역 및 통역 서비스업
940927,75210,여행사업
940927,75290,기타 여행 보조 및 예약 서비스업
940928,49219,기타 도시 정기 육상 여객 운송업
940929,45120,중고 자동차 판매업
941100,94110,산업 단체
941200,94120,전문가 단체
942000,94200,노동조합
949111,94911,불교 단체
949121,94912,기독교 단체
949131,94913,천주교 단체
949141,94914,민족 종교 단체
949142,94914,민족 종교 단체
949143,94914,민족 종교 단체
949190,94919,기타 종교 단체
949191,94919,기타 종교 단체
949200,94920,정치 단체
949311,94931,환경운동 단체
949390,94939,기타 시민운동 단체
949900,94990,그 외 기타 협회 및 단체
949901,94990,그 외 기타 협회 및 단체
949902,94990,그 외 기타 협회 및 단체
950000,96999,그 외 기타 달리 분류되지 않은 개인 서비스업
950001,97000,가구 내 고용활동
950002,87210,보육시설 운영업
990010,99001,주한 외국 공관
990090,99009,기타 국제 및 외국기관
