KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
94912,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,949,기타 협회 및 단체,9491,종교 단체,기독교 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 기타 협회 및 단체 > 종교 단체 > 기독교 단체"
94913,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,949,기타 협회 및 단체,9491,종교 단체,천주교 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 기타 협회 및 단체 > 종교 단체 > 천주교 단체"
94914,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,949,기타 협회 및 단체,9491,종교 단체,민족 종교 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 기타 협회 및 단체 > 종교 단체 > 민족 종교 단체"
94919,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,949,기타 협회 및 단체,9491,종교 단체,기타 종교 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 기타 협회 및 단체 > 종교 단체 > 기타 종교 단체"
94920,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,949,기타 협회 및 단체,9492,정치 단체,정치 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 기타 협회 및 단체 > 정치 단체"
94931,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,949,기타 협회 및 단체,9493,시민운동 단체,환경운동 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 기타 협회 및 단체 > 시민운동 단체 > 환경운동 단체"
94939,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,949,기타 협회 및 단체,9493,시민운동 단체,기타 시민운동 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 기타 협회 및 단체 > 시민운동 단체 > 기타 시민운동 단체"
94990,S,"협회 및 단체, 수리 및 기타 개인 서비스업",94,협회 및 단체,949,기타 협회 및 단체,9499,그 외 기타 협회 및 단체,그 외 기타 협회 및 단체,"협회 및 단체, 수리 및 기타 개인 서비스업 > 협회 및 단체 > 기타 협회 및 단체 > 그 외 기타 협회 및 단체"
95110,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,951,컴퓨터 및 통신장비 수리업,9511,컴퓨터 및 주변 기기 수리업,컴퓨터 및 주변 기기 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 컴퓨터 및 통신장비 수리업 > 컴퓨터 및 주변 기기 수리업"
95120,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,951,컴퓨터 및 통신장비 수리업,9512,통신장비 수리업,통신장비 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 컴퓨터 및 통신장비 수리업 > 통신장비 수리업"
95211,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,952,자동차 및 모터사이클 수리업,9521,자동차 수리 및 세차업,자동차 종합 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 자동차 및 모터사이클 수리업 > 자동차 수리 및 세차업 > 자동차 종합 수리업"
95212,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,952,자동차 및 모터사이클 수리업,9521,자동차 수리 및 세차업,자동차 전문 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 자동차 및 모터사이클 수리업 > 자동차 수리 및 세차업 > 자동차 전문 수리업"
95213,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,952,자동차 및 모터사이클 수리업,9521,자동차 수리 및 세차업,자동차 세차업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 자동차 및 모터사이클 수리업 > 자동차 수리 및 세차업 > 자동차 세차업"
95220,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,952,자동차 및 모터사이클 수리업,9522,모터사이클 수리업,모터사이클 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 자동차 및 모터사이클 수리업 > 모터사이클 수리업"
95310,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,953,개인 및 가정용품 수리업,9531,가전제품 수리업,가전제품 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 개인 및 가정용품 수리업 > 가전제품 수리업"
95391,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,953,개인 및 가정용품 수리업,9539,기타 개인 및 가정용품 수리업,의복 및 기타 가정용 직물제품 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 개인 및 가정용품 수리업 > 기타 개인 및 가정용품 수리업 > 의복 및 기타 가정용 직물제품 수리업"
95392,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,953,개인 및 가정용품 수리업,9539,기타 개인 및 가정용품 수리업,"가죽, 가방 및 신발 수리업","협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 개인 및 가정용품 수리업 > 기타 개인 및 가정용품 수리업 > 가죽, 가방 및 신발 수리업"
95393,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,953,개인 및 가정용품 수리업,9539,기타 개인 및 가정용품 수리업,"시계, 귀금속 및 악기 수리업","협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 개인 및 가정용품 수리업 > 기타 개인 및 가정용품 수리업 > 시계, 귀금속 및 악기 수리업"
95399,S,"협회 및 단체, 수리 및 기타 개인 서비스업",95,개인 및 소비용품 수리업,953,개인 및 가정용품 수리업,9539,기타 개인 및 가정용품 수리업,그 외 기타 개인 및 가정용품 수리업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 개인 및 소비용품 수리업 > 개인 및 가정용품 수리업 > 기타 개인 및 가정용품 수리업 > 그 외 기타 개인 및 가정용품 수리업"
96111,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업,이용업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 이용 및 미용업 > 이용업"
96112,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업,두발 미용업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 이용 및 미용업 > 두발 미용업"
96113,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업,피부 미용업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 이용 및 미용업 > 피부 미용업"
96119,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업,기타 미용업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 이용 및 미용업 > 기타 미용업"
96121,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업",욕탕업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 욕탕, 마사지 및 기타 신체 관리 서비스업 > 욕탕업"
96122,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업",마사지업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 욕탕, 마사지 및 기타 신체 관리 서비스업 > 마사지업"
96129,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업",체형 등 기타 신체 관리 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 욕탕, 마사지 및 기타 신체 관리 서비스업 > 체형 등 기타 신체 관리 서비스업"
96911,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9691,세탁업,산업용 세탁업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 세탁업 > 산업용 세탁업"
96912,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9691,세탁업,가정용 세탁업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 세탁업 > 가정용 세탁업"
96913,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9691,세탁업,세탁물 공급업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 세탁업 > 세탁물 공급업"
96921,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9692,장례식장 및 관련 서비스업,장례식장 및 장의관련 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 장례식장 및 관련 서비스업 > 장례식장 및 장의관련 서비스업"
96922,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9692,장례식장 및 관련 서비스업,"화장터 운영, 묘지 분양 및 관리업","협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 장례식장 및 관련 서비스업 > 화장터 운영, 묘지 분양 및 관리업"
96991,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,예식장업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 예식장업"
96992,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,점술 및 유사 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 점술 및 유사 서비스업"
96993,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,개인 간병 및 유사 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 개인 간병 및 유사 서비스업"
96994,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,결혼 상담 및 준비 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 결혼 상담 및 준비 서비스업"
96995,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,반려동물장묘 및 보호 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 반려동물장묘 및 보호 서비스업"
