KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
46791,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4679,재생용 재료 및 기타 상품 전문 도매업,재생용 재료 수집 및 판매업,도매 및 소매업 > 도매 및 상품 중개업 > 기타 전문 도매업 > 재생용 재료 및 기타 상품 전문 도매업 > 재생용 재료 수집 및 판매업
46799,G,도매 및 소매업,46,도매 및 상품 중개업,467,기타 전문 도매업,4679,재생용 재료 및 기타 상품 전문 도매업,그 외 기타 상품 전문 도매업,도매 및 소매업 > 도매 및 상품 중개업 > 기타 전문 도매업 > 재생용 재료 및 기타 상품 전문 도매업 > 그 외 기타 상품 전문 도매업
46800,G,도매 및 소매업,46,도매 및 상품 중개업,468,상품 종합 도매업,4680,상품 종합 도매업,상품 종합 도매업,도매 및 소매업 > 도매 및 상품 중개업 > 상품 종합 도매업
47111,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4711,대형 종합 소매업,백화점,도매 및 소매업 > 소매업; 자동차 제외 > 종합 소매업 > 대형 종합 소매업 > 백화점
47112,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4711,대형 종합 소매업,대형 마트,도매 및 소매업 > 소매업; 자동차 제외 > 종합 소매업 > 대형 종합 소매업 > 대형 마트
47119,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4711,대형 종합 소매업,기타 대형 종합 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 종합 소매업 > 대형 종합 소매업 > 기타 대형 종합 소매업
47121,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4712,음ㆍ식료품 위주 종합 소매업,슈퍼마켓,도매 및 소매업 > 소매업; 자동차 제외 > 종합 소매업 > 음ㆍ식료품 위주 종합 소매업 > 슈퍼마켓
47122,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4712,음ㆍ식료품 위주 종합 소매업,체인화 편의점,도매 및 소매업 > 소매업; 자동차 제외 > 종합 소매업 > 음ㆍ식료품 위주 종합 소매업 > 체인화 편의점
47129,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4712,음ㆍ식료품 위주 종합 소매업,기타 음ㆍ식료품 위주 종합 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 종합 소매업 > 음ㆍ식료품 위주 종합 소매업 > 기타 음ㆍ식료품 위주 종합 소매업
47130,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4713,면세점,면세점,도매 및 소매업 > 소매업; 자동차 제외 > 종합 소매업 > 면세점
47190,G,도매 및 소매업,47,소매업; 자동차 제외,471,종합 소매업,4719,그 외 기타 종합 소매업,그 외 기타 종합 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 종합 소매업 > 그 외 기타 종합 소매업
47211,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,신선식품 및 단순 가공식품 소매업,"곡물, 곡분 및 가축 사료 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 신선식품 및 단순 가공식품 소매업 > 곡물, 곡분 및 가축 사료 소매업"
47212,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,신선식품 및 단순 가공식품 소매업,육류 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 신선식품 및 단순 가공식품 소매업 > 육류 소매업
47213,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,신선식품 및 단순 가공식품 소매업,건어물 및 젓갈류 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 신선식품 및 단순 가공식품 소매업 > 건어물 및 젓갈류 소매업
47214,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,신선식품 및 단순 가공식품 소매업,"신선, 냉동 및 기타 수산물 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 신선식품 및 단순 가공식품 소매업 > 신선, 냉동 및 기타 수산물 소매업"
47215,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,신선식품 및 단순 가공식품 소매업,"채소, 과실 및 뿌리작물 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 신선식품 및 단순 가공식품 소매업 > 채소, 과실 및 뿌리작물 소매업"
47219,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4721,신선식품 및 단순 가공식품 소매업,기타 신선식품 및 단순 가공식품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 신선식품 및 단순 가공식품 소매업 > 기타 신선식품 및 단순 가공식품 소매업
47221,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4722,가공식품 소매업,"빵류, 과자류 및 당류 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 가공식품 소매업 > 빵류, 과자류 및 당류 소매업"
47222,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4722,가공식품 소매업,건강 보조식품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 가공식품 소매업 > 건강 보조식품 소매업
47223,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4722,가공식품 소매업,조리 반찬류 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 가공식품 소매업 > 조리 반찬류 소매업
47229,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4722,가공식품 소매업,기타 가공식품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 가공식품 소매업 > 기타 가공식품 소매업
47231,G,도매 및 소매업,47,소매업; 자동차 제외,472,음료 소매업,4723,음료 및 담배 소매업,음료 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 음료 소매업 > 음료 및 담배 소매업 > 음료 소매업
47232,G,도매 및 소매업,47,소매업; 자동차 제외,472,음ㆍ식료품 및 담배 소매업,4723,음료 및 담배 소매업,담배 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 음ㆍ식료품 및 담배 소매업 > 음료 및 담배 소매업 > 담배 소매업
47311,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4731,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업","컴퓨터 및 주변장치, 소프트웨어 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 가전제품 및 정보 통신장비 소매업 > 컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업 > 컴퓨터 및 주변장치, 소프트웨어 소매업"
47312,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4731,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",통신기기 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 가전제품 및 정보 통신장비 소매업 > 컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업 > 통신기기 소매업"
47320,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4732,가전제품 소매업,가전제품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 가전제품 및 정보 통신장비 소매업 > 가전제품 소매업
47411,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,남자용 겉옷 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 의복 소매업 > 남자용 겉옷 소매업"
47412,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,여자용 겉옷 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 의복 소매업 > 여자용 겉옷 소매업"
47413,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,속옷 및 잠옷 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 의복 소매업 > 속옷 및 잠옷 소매업"
47414,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,셔츠 및 블라우스 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 의복 소매업 > 셔츠 및 블라우스 소매업"
47415,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,한복 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 의복 소매업 > 한복 소매업"
47416,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,가죽 및 모피 의복 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 의복 소매업 > 가죽 및 모피 의복 소매업"
47417,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,유아용 의류 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 의복 소매업 > 유아용 의류 소매업"
47419,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,기타 의복 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 의복 소매업 > 기타 의복 소매업"
47421,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 섬유, 직물 및 의복 액세서리 소매업 > 가정용 직물제품 소매업"
47422,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 섬유, 직물 및 의복 액세서리 소매업 > 의복 액세서리 및 모조 장신구 소매업"
47429,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 섬유, 직물 및 의복 액세서리 소매업 > 섬유 원단, 실 및 기타 섬유제품 소매업"
47430,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4743,신발 소매업,신발 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 신발 소매업"
47440,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4744,가방 및 기타 가죽제품 소매업,가방 및 기타 가죽제품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 가방 및 기타 가죽제품 소매업"
47511,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 철물 및 난방용구 소매업"
47512,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업",공구 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 공구 소매업"
47513,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","벽지, 마루덮개 및 장판류 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 벽지, 마루덮개 및 장판류 소매업"
47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 페인트, 창호 및 기타 건설자재 소매업"
47520,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4752,가구 소매업,가구 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 가구 소매업
47591,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,전기용품 및 조명장치 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 전기용품 및 조명장치 소매업
47592,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 주방용품 및 가정용 유리, 요업제품 소매업"
47593,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,악기 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 악기 소매업
47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 그 외 기타 분류 안된 가정용품 소매업
47611,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 서적 및 문구용품 소매업 > 서적, 신문 및 잡지류 소매업"
47612,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,문구용품 및 회화용품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 서적 및 문구용품 소매업 > 문구용품 및 회화용품 소매업"
47620,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4762,음반 및 비디오물 소매업,음반 및 비디오물 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 음반 및 비디오물 소매업"
47631,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4763,운동용품 및 자전거 소매업,운동 및 경기용품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 운동용품 및 자전거 소매업 > 운동 및 경기용품 소매업"
47632,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4763,운동용품 및 자전거 소매업,자전거 및 기타 운송장비 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 운동용품 및 자전거 소매업 > 자전거 및 기타 운송장비 소매업"
47640,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4764,"게임용구, 인형 및 장난감 소매업","게임용구, 인형 및 장난감 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 게임용구, 인형 및 장난감 소매업"
47711,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4771,운송장비용 연료 소매업,운송장비용 주유소 운영업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 운송장비용 연료 소매업 > 운송장비용 주유소 운영업
47712,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4771,운송장비용 연료 소매업,운송장비용 수소 충전업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 운송장비용 연료 소매업 > 운송장비용 수소 충전업
47713,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4771,운송장비용 연료 소매업,운송장비용 기타 가스 충전업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 운송장비용 연료 소매업 > 운송장비용 기타 가스 충전업
47721,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4772,가정용 연료 소매업,가정용 고체 연료 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 가정용 연료 소매업 > 가정용 고체 연료 소매업
47722,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4772,가정용 연료 소매업,가정용 액체 연료 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 가정용 연료 소매업 > 가정용 액체 연료 소매업
47723,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4772,가정용 연료 소매업,가정용 가스 연료 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 가정용 연료 소매업 > 가정용 가스 연료 소매업
47811,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의약품 및 의료용품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 의약품, 의료용 기구, 화장품 및 방향제 소매업 > 의약품 및 의료용품 소매업"
47812,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업",의료용 기구 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 의약품, 의료용 기구, 화장품 및 방향제 소매업 > 의료용 기구 소매업"
47813,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4781,"의약품, 의료용 기구, 화장품 및 방향제 소매업","화장품, 비누 및 방향제 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 의약품, 의료용 기구, 화장품 및 방향제 소매업 > 화장품, 비누 및 방향제 소매업"
47821,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사무용 기기 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 사무용 기기, 안경, 사진장비 및 정밀기기 소매업 > 사무용 기기 소매업"
47822,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",안경 및 렌즈 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 사무용 기기, 안경, 사진장비 및 정밀기기 소매업 > 안경 및 렌즈 소매업"
47823,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사진기 및 사진용품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 사무용 기기, 안경, 사진장비 및 정밀기기 소매업 > 사진기 및 사진용품 소매업"
47829,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",기타 광학 및 정밀 기기 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 사무용 기기, 안경, 사진장비 및 정밀기기 소매업 > 기타 광학 및 정밀 기기 소매업"
47830,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4783,시계 및 귀금속 소매업,시계 및 귀금속 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 시계 및 귀금속 소매업
47841,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4784,"예술품, 기념품 및 장식용품 소매업",예술품 및 골동품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 예술품, 기념품 및 장식용품 소매업 > 예술품 및 골동품 소매업"
47842,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4784,"예술품, 기념품 및 장식용품 소매업","기념품, 관광 민예품 및 장식용품 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 예술품, 기념품 및 장식용품 소매업 > 기념품, 관광 민예품 및 장식용품 소매업"
47851,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,화초 및 식물 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 화초 및 식물 소매업
47852,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,반려용동물 및 관련용품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 반려용동물 및 관련용품 소매업
47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 그 외 기타 분류 안된 상품 전문 소매업
47861,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4786,중고 상품 소매업,중고 가구 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 중고 상품 소매업 > 중고 가구 소매업
47862,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4786,중고 상품 소매업,중고 가전제품 및 통신장비 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 중고 상품 소매업 > 중고 가전제품 및 통신장비 소매업
47869,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4786,중고 상품 소매업,기타 중고 상품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 중고 상품 소매업 > 기타 중고 상품 소매업
47911,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,전자상거래 소매 중개업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 통신 판매업 > 전자상거래 소매 중개업
47912,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,전자상거래 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 통신 판매업 > 전자상거래 소매업
47919,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4791,통신 판매업,기타 통신 판매업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 통신 판매업 > 기타 통신 판매업
47920,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4792,노점 및 유사 이동 소매업,노점 및 유사 이동 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 노점 및 유사 이동 소매업
47991,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4799,기타 무점포 소매업,자동 판매기 운영업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 기타 무점포 소매업 > 자동 판매기 운영업
47992,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4799,기타 무점포 소매업,계약배달 판매업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 기타 무점포 소매업 > 계약배달 판매업
47993,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4799,기타 무점포 소매업,방문 판매업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 기타 무점포 소매업 > 방문 판매업
47999,G,도매 및 소매업,47,소매업; 자동차 제외,479,무점포 소매업,4799,기타 무점포 소매업,그 외 기타 무점포 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 무점포 소매업 > 기타 무점포 소매업 > 그 외 기타 무점포 소매업
49101,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,491,철도 운송업,4910,철도 운송업,철도 여객 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 철도 운송업 > 철도 여객 운송업
49102,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,491,철도 운송업,4910,철도 운송업,철도 화물 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 철도 운송업 > 철도 화물 운송업
49211,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,492,육상 여객 운송업,4921,도시 정기 육상 여객 운송업,도시철도 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 육상 여객 운송업 > 도시 정기 육상 여객 운송업 > 도시철도 운송업
49212,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,492,육상 여객 운송업,4921,도시 정기 육상 여객 운송업,시내버스 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 육상 여객 운송업 > 도시 정기 육상 여객 운송업 > 시내버스 운송업
49219,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,492,육상 여객 운송업,4921,도시 정기 육상 여객 운송업,기타 도시 정기 육상 여객 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 육상 여객 운송업 > 도시 정기 육상 여객 운송업 > 기타 도시 정기 육상 여객 운송업
49220,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,492,육상 여객 운송업,4922,시외버스 운송업,시외버스 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 육상 여객 운송업 > 시외버스 운송업
49231,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,492,육상 여객 운송업,4923,부정기 육상 여객 운송업,택시 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 육상 여객 운송업 > 부정기 육상 여객 운송업 > 택시 운송업
49232,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,492,육상 여객 운송업,4923,부정기 육상 여객 운송업,전세버스 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 육상 여객 운송업 > 부정기 육상 여객 운송업 > 전세버스 운송업
49233,H,운수 및 창고업,49,육상 운송 및 파이프라인 운송업,492,육상 여객 운송업,4923,부정기 육상 여객 운송업,특수 여객 자동차 운송업,운수 및 창고업 > 육상 운송 및 파이프라인 운송업 > 육상 여객 운송업 > 부정기 육상 여객 운송업 > 특수 여객 자동차 운송업
