국세청_업종코드,국세청_대분류코드,국세청_대분류명,국세청_중분류코드,국세청_중분류명,국세청_소분류코드,국세청_소분류명,국세청_세분류코드,국세청_세분류명,국세청_세세분류명,KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
924917,R,"예술, 스포츠 및 여가관련 서비스업",92,스포츠 및 오락관련 서비스업,924,유원지 및 기타 오락관련 서비스업,9249,사행시설 관리 및 운영업,기타 사행시설 관리 및 운영업,91249,R,"예술, 스포츠 및 여가관련 서비스업",91,스포츠 및 오락관련 서비스업,912,유원지 및 기타 오락관련 서비스업,9124,사행시설 관리 및 운영업,기타 사행시설 관리 및 운영업,"예술, 스포츠 및 여가관련 서비스업 > 스포츠 및 오락관련 서비스업 > 유원지 및 기타 오락관련 서비스업 > 사행시설 관리 및 운영업 > 기타 사행시설 관리 및 운영업"
930100,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9301,세탁업,가정용 세탁업,96912,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9691,세탁업,가정용 세탁업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 세탁업 > 가정용 세탁업"
930101,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9301,세탁업,산업용 세탁업,96911,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9691,세탁업,산업용 세탁업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 세탁업 > 산업용 세탁업"
930102,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9301,세탁업,세탁물 공급업,96913,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9691,세탁업,세탁물 공급업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 세탁업 > 세탁물 공급업"
930201,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,"미용, 욕탕 및 유사 서비스업",9302,이용 및 미용업,이용업,96111,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업,이용업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 이용 및 미용업 > 이용업"
930203,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,"미용, 욕탕 및 유사 서비스업",9302,이용 및 미용업,두발 미용업,96112,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업,두발 미용업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 이용 및 미용업 > 두발 미용업"
930205,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,"미용, 욕탕 및 유사 서비스업",9302,이용 및 미용업,피부 미용업,96113,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업,피부 미용업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 이용 및 미용업 > 피부 미용업"
930207,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,"미용, 욕탕 및 유사 서비스업",9302,이용 및 미용업,기타 미용업,96119,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업,기타 미용업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 이용 및 미용업 > 기타 미용업"
930208,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,"미용, 욕탕 및 유사 서비스업",9302,"욕탕, 마사지 및 기타 신체 관리 서비스업",마사지업,96122,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업",마사지업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 욕탕, 마사지 및 기타 신체 관리 서비스업 > 마사지업"
930209,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,"미용, 욕탕 및 유사 서비스업",9302,"욕탕, 마사지 및 기타 신체 관리 서비스업",체형 등 기타 신체 관리 서비스업,96129,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업",체형 등 기타 신체 관리 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 욕탕, 마사지 및 기타 신체 관리 서비스업 > 체형 등 기타 신체 관리 서비스업"
930301,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9303,장례식장 및 관련 서비스업,장례식장 및 장의관련 서비스업,96921,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9692,장례식장 및 관련 서비스업,장례식장 및 장의관련 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 장례식장 및 관련 서비스업 > 장례식장 및 장의관련 서비스업"
930302,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9303,장례식장 및 관련 서비스업,"화장터 운영, 묘지 분양 및 관리업",96922,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9692,장례식장 및 관련 서비스업,"화장터 운영, 묘지 분양 및 관리업","협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 장례식장 및 관련 서비스업 > 화장터 운영, 묘지 분양 및 관리업"
930901,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9309,그 외 기타 분류 안된 개인 서비스업,예식장업,96991,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,예식장업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 예식장업"
930902,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,"미용, 욕탕 및 유사 서비스업",9309,"욕탕, 마사지 및 기타 신체 관리 서비스업",욕탕업,96121,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,961,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업",욕탕업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 미용, 욕탕 및 유사 서비스업 > 욕탕, 마사지 및 기타 신체 관리 서비스업 > 욕탕업"
930903,N,"사업시설 관리, 사업 지원 및 임대 서비스업",93,임대업; 부동산 제외,930,개인 및 가정용품 임대업,9309,기타 개인 및 가정용품 임대업,의류 임대업,76292,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76,임대업; 부동산 제외,762,개인 및 가정용품 임대업,7629,기타 개인 및 가정용품 임대업,의류 임대업,"사업시설 관리, 사업 지원 및 임대 서비스업 > 임대업; 부동산 제외 > 개인 및 가정용품 임대업 > 기타 개인 및 가정용품 임대업 > 의류 임대업"
930904,M,"전문, 과학 및 기술 서비스업",93,"기타 전문, 과학 및 기술 서비스업",930,사진 촬영 및 처리업,9309,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업,73301,M,"전문, 과학 및 기술 서비스업",73,"기타 전문, 과학 및 기술 서비스업",733,사진 촬영 및 처리업,7330,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업,"전문, 과학 및 기술 서비스업 > 기타 전문, 과학 및 기술 서비스업 > 사진 촬영 및 처리업 > 인물 사진 및 행사용 영상 촬영업"
930908,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9309,그 외 기타 분류 안된 개인 서비스업,그 외 기타 달리 분류되지 않은 개인 서비스업,96999,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,그 외 기타 달리 분류되지 않은 개인 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 그 외 기타 달리 분류되지 않은 개인 서비스업"
930909,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9309,그 외 기타 분류 안된 개인 서비스업,점술 및 유사 서비스업,96992,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,점술 및 유사 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 점술 및 유사 서비스업"
930911,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9309,그 외 기타 분류 안된 개인 서비스업,그 외 기타 달리 분류되지 않은 개인 서비스업,96999,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,그 외 기타 달리 분류되지 않은 개인 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 그 외 기타 달리 분류되지 않은 개인 서비스업"
930912,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9309,그 외 기타 분류 안된 개인 서비스업,결혼 상담 및 준비 서비스업,96994,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,결혼 상담 및 준비 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 결혼 상담 및 준비 서비스업"
930913,S,"협회 및 단체, 수리 및 기타 개인 서비스업",93,기타 개인 서비스업,930,그 외 기타 개인 서비스업,9309,그 외 기타 분류 안된 개인 서비스업,개인 간병 및 유사 서비스업,96993,S,"협회 및 단체, 수리 및 기타 개인 서비스업",96,기타 개인 서비스업,969,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업,개인 간병 및 유사 서비스업,"협회 및 단체, 수리 및 기타 개인 서비스업 > 기타 개인 서비스업 > 그 외 기타 개인 서비스업 > 그 외 기타 분류 안된 개인 서비스업 > 개인 간병 및 유사 서비스업"
930914,Q,보건업 및 사회복지 서비스업,93,사회복지 서비스업,930,거주 복지시설 운영업,9309,노인 거주 복지시설 운영업,노인 양로 복지시설 운영업,87112,Q,보건업 및 사회복지 서비스업,87,사회복지 서비스업,871,거주 복지시설 운영업,8711,노인 거주 복지시설 운영업,노인 양로 복지시설 운영업,보건업 및 사회복지 서비스업 > 사회복지 서비스업 > 거주 복지시설 운영업 > 노인 거주 복지시설 운영업 > 노인 양로 복지시설 운영업
930915,P,교육서비스업,93,교육 서비스업,930,교육 지원 서비스업,9309,교육 지원 서비스업,기타 교육지원 서비스업,85709,P,교육 서비스업,85,교육 서비스업,857,교육 지원 서비스업,8570,교육 지원 서비스업,기타 교육지원 서비스업,교육 서비스업 > 교육 지원 서비스업 > 기타 교육지원 서비스업
930916,N,"사업시설 관리, 사업 지원 및 임대 서비스업",93,사업 지원 서비스업,930,"경비, 경호 및 탐정업",9309,탐정 및 조사 서비스업,탐정 및 조사 서비스업,75330,N,"사업시설 관리, 사업 지원 및 임대 서비스업",75,사업 지원 서비스업,753,"경비, 경호 및 탐정업",7533,탐정 및 조사 서비스업,탐정 및 조사 서비스업,"사업시설 관리, 사업 지원 및 임대 서비스업 > 사업 지원 서비스업 > 경비, 경호 및 탐정업 > 탐정 및 조사 서비스업"
