국세청_업종코드,국세청_대분류코드,국세청_대분류명,국세청_중분류코드,국세청_중분류명,국세청_소분류코드,국세청_소분류명,국세청_세분류코드,국세청_세분류명,국세청_세세분류명,KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
523260,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,가방 및 기타 가죽제품 소매업,가방 및 기타 가죽제품 소매업,47440,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4744,가방 및 기타 가죽제품 소매업,가방 및 기타 가죽제품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 가방 및 기타 가죽제품 소매업"
523291,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업",47429,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업","섬유 원단, 실 및 기타 섬유제품 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 섬유, 직물 및 의복 액세서리 소매업 > 섬유 원단, 실 및 기타 섬유제품 소매업"
523292,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5232,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,47422,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업",의복 액세서리 및 모조 장신구 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 섬유, 직물 및 의복 액세서리 소매업 > 의복 액세서리 및 모조 장신구 소매업"
523311,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,47520,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4752,가구 소매업,가구 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 가구 소매업
523312,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,47520,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4752,가구 소매업,가구 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 가구 소매업
523314,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,47520,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4752,가구 소매업,가구 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 가구 소매업
523321,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,47320,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4732,가전제품 소매업,가전제품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 가전제품 및 정보 통신장비 소매업 > 가전제품 소매업
523323,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",통신기기 소매업,47312,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4731,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",통신기기 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 가전제품 및 정보 통신장비 소매업 > 컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업 > 통신기기 소매업"
523330,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,47320,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4732,가전제품 소매업,가전제품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 가전제품 및 정보 통신장비 소매업 > 가전제품 소매업
523331,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,가구 소매업,가구 소매업,47520,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4752,가구 소매업,가구 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 가구 소매업
523332,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",47592,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 주방용품 및 가정용 유리, 요업제품 소매업"
523341,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,악기 소매업,47593,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,악기 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 악기 소매업
523349,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,악기 소매업,47593,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,악기 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 악기 소매업
523352,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,전기용품 및 조명장치 소매업,47591,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,전기용품 및 조명장치 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 전기용품 및 조명장치 소매업
523361,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5233,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,47421,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 섬유, 직물 및 의복 액세서리 소매업 > 가정용 직물제품 소매업"
523363,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5233,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,47421,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4742,"섬유, 직물 및 의복 액세서리 소매업",가정용 직물제품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 섬유, 직물 및 의복 액세서리 소매업 > 가정용 직물제품 소매업"
523370,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 그 외 기타 분류 안된 가정용품 소매업
523390,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5233,가전제품 소매업,가전제품 소매업,47320,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4732,가전제품 소매업,가전제품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 가전제품 및 정보 통신장비 소매업 > 가전제품 소매업
523391,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5233,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 그 외 기타 분류 안된 가정용품 소매업
523411,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,47511,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 철물 및 난방용구 소매업"
523412,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,47511,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업",철물 및 난방용구 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 철물 및 난방용구 소매업"
523413,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업",공구 소매업,47512,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업",공구 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 공구 소매업"
523421,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 페인트, 창호 및 기타 건설자재 소매업"
523422,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업",47592,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,"주방용품 및 가정용 유리, 요업제품 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 주방용품 및 가정용 유리, 요업제품 소매업"
523491,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 페인트, 창호 및 기타 건설자재 소매업"
523492,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 페인트, 창호 및 기타 건설자재 소매업"
523494,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 페인트, 창호 및 기타 건설자재 소매업"
523499,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5234,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업",47519,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","페인트, 창호 및 기타 건설자재 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 페인트, 창호 및 기타 건설자재 소매업"
523511,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5235,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업",47611,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 서적 및 문구용품 소매업 > 서적, 신문 및 잡지류 소매업"
523520,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5235,서적 및 문구용품 소매업,문구용품 및 회화용품 소매업,47612,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,문구용품 및 회화용품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 서적 및 문구용품 소매업 > 문구용품 및 회화용품 소매업"
523521,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5235,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업",47611,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4761,서적 및 문구용품 소매업,"서적, 신문 및 잡지류 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 서적 및 문구용품 소매업 > 서적, 신문 및 잡지류 소매업"
523531,G,도매 및 소매업,52,소매업; 자동차 제외,523,가전제품 및 정보 통신장비 소매업,5235,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업","컴퓨터 및 주변장치, 소프트웨어 소매업",47311,G,도매 및 소매업,47,소매업; 자동차 제외,473,가전제품 및 정보 통신장비 소매업,4731,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업","컴퓨터 및 주변장치, 소프트웨어 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 가전제품 및 정보 통신장비 소매업 > 컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업 > 컴퓨터 및 주변장치, 소프트웨어 소매업"
523532,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5235,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사무용 기기 소매업,47821,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사무용 기기 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 사무용 기기, 안경, 사진장비 및 정밀기기 소매업 > 사무용 기기 소매업"
523541,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5235,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",안경 및 렌즈 소매업,47822,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",안경 및 렌즈 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 사무용 기기, 안경, 사진장비 및 정밀기기 소매업 > 안경 및 렌즈 소매업"
523550,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5235,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사진기 및 사진용품 소매업,47823,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",사진기 및 사진용품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 사무용 기기, 안경, 사진장비 및 정밀기기 소매업 > 사진기 및 사진용품 소매업"
523552,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5235,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",기타 광학 및 정밀 기기 소매업,47829,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4782,"사무용 기기, 안경, 사진장비 및 정밀기기 소매업",기타 광학 및 정밀 기기 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 사무용 기기, 안경, 사진장비 및 정밀기기 소매업 > 기타 광학 및 정밀 기기 소매업"
523611,G,도매 및 소매업,52,소매업; 자동차 제외,523,연료 소매업,5236,가정용 연료 소매업,가정용 고체 연료 소매업,47721,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4772,가정용 연료 소매업,가정용 고체 연료 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 가정용 연료 소매업 > 가정용 고체 연료 소매업
523612,G,도매 및 소매업,52,소매업; 자동차 제외,523,연료 소매업,5236,가정용 연료 소매업,가정용 고체 연료 소매업,47721,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4772,가정용 연료 소매업,가정용 고체 연료 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 가정용 연료 소매업 > 가정용 고체 연료 소매업
523619,G,도매 및 소매업,52,소매업; 자동차 제외,523,연료 소매업,5236,가정용 연료 소매업,가정용 고체 연료 소매업,47721,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4772,가정용 연료 소매업,가정용 고체 연료 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 가정용 연료 소매업 > 가정용 고체 연료 소매업
523621,G,도매 및 소매업,52,소매업; 자동차 제외,523,연료 소매업,5236,가정용 연료 소매업,가정용 액체 연료 소매업,47722,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4772,가정용 연료 소매업,가정용 액체 연료 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 가정용 연료 소매업 > 가정용 액체 연료 소매업
523630,G,도매 및 소매업,52,소매업; 자동차 제외,523,연료 소매업,5236,가정용 연료 소매업,가정용 가스 연료 소매업,47723,G,도매 및 소매업,47,소매업; 자동차 제외,477,연료 소매업,4772,가정용 연료 소매업,가정용 가스 연료 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 연료 소매업 > 가정용 연료 소매업 > 가정용 가스 연료 소매업
523910,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5239,"철물, 공구, 창호 및 건설자재 소매업","벽지, 마루덮개 및 장판류 소매업",47513,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4751,"철물, 공구, 창호 및 건설자재 소매업","벽지, 마루덮개 및 장판류 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 철물, 공구, 창호 및 건설자재 소매업 > 벽지, 마루덮개 및 장판류 소매업"
523921,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,시계 및 귀금속 소매업,시계 및 귀금속 소매업,47830,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4783,시계 및 귀금속 소매업,시계 및 귀금속 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 시계 및 귀금속 소매업
523922,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,시계 및 귀금속 소매업,시계 및 귀금속 소매업,47830,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4783,시계 및 귀금속 소매업,시계 및 귀금속 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 시계 및 귀금속 소매업
523923,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,시계 및 귀금속 소매업,시계 및 귀금속 소매업,47830,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4783,시계 및 귀금속 소매업,시계 및 귀금속 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 시계 및 귀금속 소매업
523931,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5239,운동용품 및 자전거 소매업,운동 및 경기용품 소매업,47631,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4763,운동용품 및 자전거 소매업,운동 및 경기용품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 운동용품 및 자전거 소매업 > 운동 및 경기용품 소매업"
523932,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5239,운동용품 및 자전거 소매업,운동 및 경기용품 소매업,47631,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4763,운동용품 및 자전거 소매업,운동 및 경기용품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 운동용품 및 자전거 소매업 > 운동 및 경기용품 소매업"
523935,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5239,의복 소매업,기타 의복 소매업,47419,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,기타 의복 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 의복 소매업 > 기타 의복 소매업"
523936,G,도매 및 소매업,52,소매업; 자동차 제외,523,"섬유, 의복, 신발 및 가죽제품 소매업",5239,의복 소매업,기타 의복 소매업,47419,G,도매 및 소매업,47,소매업; 자동차 제외,474,"섬유, 의복, 신발 및 가죽제품 소매업",4741,의복 소매업,기타 의복 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 섬유, 의복, 신발 및 가죽제품 소매업 > 의복 소매업 > 기타 의복 소매업"
523940,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5239,"게임용구, 인형 및 장난감 소매업","게임용구, 인형 및 장난감 소매업",47640,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4764,"게임용구, 인형 및 장난감 소매업","게임용구, 인형 및 장난감 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 게임용구, 인형 및 장난감 소매업"
523951,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,"예술품, 기념품 및 장식용품 소매업",예술품 및 골동품 소매업,47841,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4784,"예술품, 기념품 및 장식용품 소매업",예술품 및 골동품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 예술품, 기념품 및 장식용품 소매업 > 예술품 및 골동품 소매업"
523952,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,"예술품, 기념품 및 장식용품 소매업",예술품 및 골동품 소매업,47841,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4784,"예술품, 기념품 및 장식용품 소매업",예술품 및 골동품 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 예술품, 기념품 및 장식용품 소매업 > 예술품 및 골동품 소매업"
523954,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,47859,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4785,그 외 기타 상품 전문 소매업,그 외 기타 분류 안된 상품 전문 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 그 외 기타 상품 전문 소매업 > 그 외 기타 분류 안된 상품 전문 소매업
523961,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 상품 전문 소매업,5239,"예술품, 기념품 및 장식용품 소매업","기념품, 관광 민예품 및 장식용품 소매업",47842,G,도매 및 소매업,47,소매업; 자동차 제외,478,기타 상품 전문 소매업,4784,"예술품, 기념품 및 장식용품 소매업","기념품, 관광 민예품 및 장식용품 소매업","도매 및 소매업 > 소매업; 자동차 제외 > 기타 상품 전문 소매업 > 예술품, 기념품 및 장식용품 소매업 > 기념품, 관광 민예품 및 장식용품 소매업"
523970,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5239,운동용품 및 자전거 소매업,자전거 및 기타 운송장비 소매업,47632,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4763,운동용품 및 자전거 소매업,자전거 및 기타 운송장비 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 운동용품 및 자전거 소매업 > 자전거 및 기타 운송장비 소매업"
523980,G,도매 및 소매업,52,소매업; 자동차 제외,523,"문화, 오락 및 여가 용품 소매업",5239,음반 및 비디오물 소매업,음반 및 비디오물 소매업,47620,G,도매 및 소매업,47,소매업; 자동차 제외,476,"문화, 오락 및 여가 용품 소매업",4762,음반 및 비디오물 소매업,음반 및 비디오물 소매업,"도매 및 소매업 > 소매업; 자동차 제외 > 문화, 오락 및 여가 용품 소매업 > 음반 및 비디오물 소매업"
523981,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5239,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 그 외 기타 분류 안된 가정용품 소매업
523982,G,도매 및 소매업,52,소매업; 자동차 제외,523,기타 생활용품 소매업,5239,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,47599,G,도매 및 소매업,47,소매업; 자동차 제외,475,기타 생활용품 소매업,4759,그 외 기타 가정용품 소매업,그 외 기타 분류 안된 가정용품 소매업,도매 및 소매업 > 소매업; 자동차 제외 > 기타 생활용품 소매업 > 그 외 기타 가정용품 소매업 > 그 외 기타 분류 안된 가정용품 소매업
